Date,NPS LITE-Govt.Pattern
21-Jun-2011,10.726
20-Jun-2011,10.732
17-Jun-2011,10.6987
16-Jun-2011,10.683
15-Jun-2011,10.6457
14-Jun-2011,10.6616
13-Jun-2011,10.6866
10-Jun-2011,10.6773
09-Jun-2011,10.6675
08-Jun-2011,10.6664
07-Jun-2011,10.6545
06-Jun-2011,10.6555
03-Jun-2011,10.6414
02-Jun-2011,10.6169
01-Jun-2011,10.5977
31-May-2011,10.5777
30-May-2011,10.5554
27-May-2011,10.5463
26-May-2011,10.5609
25-May-2011,10.5661
24-May-2011,10.5639
23-May-2011,10.5678
20-May-2011,10.5539
19-May-2011,10.5584
18-May-2011,10.5626
16-May-2011,10.5609
13-May-2011,10.5577
12-May-2011,10.5632
11-May-2011,10.5375
10-May-2011,10.5373
09-May-2011,10.5376
06-May-2011,10.5388
05-May-2011,10.5325
04-May-2011,10.5335
03-May-2011,10.5348
02-May-2011,10.5421
29-Apr-2011,10.538
28-Apr-2011,10.5298
27-Apr-2011,10.5318
26-Apr-2011,10.5298
25-Apr-2011,10.48
21-Apr-2011,10.482
20-Apr-2011,10.4768
19-Apr-2011,10.473
18-Apr-2011,10.4563
15-Apr-2011,10.4572
13-Apr-2011,10.4637
11-Apr-2011,10.4114
08-Apr-2011,10.4219
07-Apr-2011,10.4374
06-Apr-2011,10.4335
05-Apr-2011,10.435
31-Mar-2011,10.4317
30-Mar-2011,10.4322
29-Mar-2011,10.4383
28-Mar-2011,10.4419
25-Mar-2011,10.432
24-Mar-2011,10.4161
23-Mar-2011,10.405
21-Mar-2011,10.3996
18-Mar-2011,10.3913
17-Mar-2011,10.3932
16-Mar-2011,10.3937
15-Mar-2011,10.3961
14-Mar-2011,10.3583
11-Mar-2011,10.3594
10-Mar-2011,10.3514
09-Mar-2011,10.348
08-Mar-2011,10.3461
07-Mar-2011,10.3336
04-Mar-2011,10.3286
03-Mar-2011,10.3297
01-Mar-2011,10.2863
28-Feb-2011,10.2825
24-Feb-2011,10.2582
23-Feb-2011,10.2602
22-Feb-2011,10.2652
21-Feb-2011,10.2582
18-Feb-2011,10.2403
17-Feb-2011,10.2412
15-Feb-2011,10.2316
14-Feb-2011,10.2302
11-Feb-2011,10.2091
10-Feb-2011,10.2077
09-Feb-2011,10.2012
08-Feb-2011,10.1972
07-Feb-2011,10.1921
04-Feb-2011,10.1886
03-Feb-2011,10.1862
02-Feb-2011,10.1841
01-Feb-2011,10.1826
31-Jan-2011,10.1804
28-Jan-2011,10.1736
27-Jan-2011,10.1714
25-Jan-2011,10.167
24-Jan-2011,10.1648
21-Jan-2011,10.1582
20-Jan-2011,10.1559
19-Jan-2011,10.1537
18-Jan-2011,10.1515
17-Jan-2011,10.1506
14-Jan-2011,10.1442
13-Jan-2011,10.1421
12-Jan-2011,10.1412
11-Jan-2011,10.1391
10-Jan-2011,10.1369
07-Jan-2011,10.1305
06-Jan-2011,10.1284
05-Jan-2011,10.1278
04-Jan-2011,10.1271
03-Jan-2011,10.1265
31-Dec-2010,10.1244
30-Dec-2010,10.1237
29-Dec-2010,10.123
28-Dec-2010,10.121
27-Dec-2010,10.1148
24-Dec-2010,10.1128
23-Dec-2010,10.1108
22-Dec-2010,10.1087
21-Dec-2010,10.1068
20-Dec-2010,10.1047
16-Dec-2010,10.0968
15-Dec-2010,10.0948
14-Dec-2010,10.093
13-Dec-2010,10.091
10-Dec-2010,10.0849
09-Dec-2010,10.0829
08-Dec-2010,10.0809
07-Dec-2010,10.0789
06-Dec-2010,10.0784
03-Dec-2010,10.0769
02-Dec-2010,10.0764
01-Dec-2010,10.0745
30-Nov-2010,10.0727
26-Nov-2010,10.0654
25-Nov-2010,10.0635
24-Nov-2010,10.0618
23-Nov-2010,10.0598
22-Nov-2010,10.0578
19-Nov-2010,10.0521
18-Nov-2010,10.0494
16-Nov-2010,10.0458
15-Nov-2010,10.0438
12-Nov-2010,10.0396
11-Nov-2010,10.0383
10-Nov-2010,10.0369
09-Nov-2010,10.0356
08-Nov-2010,10.0337
04-Nov-2010,10.0264
03-Nov-2010,10.0246
02-Nov-2010,10.0228
01-Nov-2010,10.0209
29-Oct-2010,10.015
28-Oct-2010,10.013
27-Oct-2010,
26-Oct-2010,
25-Oct-2010,
22-Oct-2010,
21-Oct-2010,
20-Oct-2010,
19-Oct-2010,
18-Oct-2010,
15-Oct-2010,
14-Oct-2010,
13-Oct-2010,
12-Oct-2010,
11-Oct-2010,
08-Oct-2010,
07-Oct-2010,
06-Oct-2010,
05-Oct-2010,
04-Oct-2010,
01-Oct-2010,
29-Sep-2010,
28-Sep-2010,
27-Sep-2010,
24-Sep-2010,
23-Sep-2010,
22-Sep-2010,
21-Sep-2010,
20-Sep-2010,
16-Sep-2010,
15-Sep-2010,
14-Sep-2010,
13-Sep-2010,
09-Sep-2010,
08-Sep-2010,
07-Sep-2010,
06-Sep-2010,
03-Sep-2010,
02-Sep-2010,
01-Sep-2010,
31-Aug-2010,
30-Aug-2010,
27-Aug-2010,
26-Aug-2010,
25-Aug-2010,
24-Aug-2010,
23-Aug-2010,
20-Aug-2010,
18-Aug-2010,
17-Aug-2010,
16-Aug-2010,
13-Aug-2010,
12-Aug-2010,
11-Aug-2010,
10-Aug-2010,
09-Aug-2010,
06-Aug-2010,
05-Aug-2010,
04-Aug-2010,
03-Aug-2010,
02-Aug-2010,
30-Jul-2010,
29-Jul-2010,
28-Jul-2010,
27-Jul-2010,
26-Jul-2010,
23-Jul-2010,
22-Jul-2010,
21-Jul-2010,
20-Jul-2010,
19-Jul-2010,
16-Jul-2010,
15-Jul-2010,
14-Jul-2010,
13-Jul-2010,
12-Jul-2010,
09-Jul-2010,
08-Jul-2010,
07-Jul-2010,
06-Jul-2010,
05-Jul-2010,
02-Jul-2010,
30-Jun-2010,
29-Jun-2010,
28-Jun-2010,
25-Jun-2010,
24-Jun-2010,
23-Jun-2010,
22-Jun-2010,
21-Jun-2010,
18-Jun-2010,
17-Jun-2010,
16-Jun-2010,
14-Jun-2010,
11-Jun-2010,
09-Jun-2010,
08-Jun-2010,
07-Jun-2010,
04-Jun-2010,
03-Jun-2010,
02-Jun-2010,
01-Jun-2010,
31-May-2010,
28-May-2010,
26-May-2010,
25-May-2010,
24-May-2010,
21-May-2010,
20-May-2010,
19-May-2010,
18-May-2010,
17-May-2010,
14-May-2010,
13-May-2010,
12-May-2010,
11-May-2010,
10-May-2010,
07-May-2010,
06-May-2010,
05-May-2010,
04-May-2010,
03-May-2010,
30-Apr-2010,
29-Apr-2010,
28-Apr-2010,
27-Apr-2010,
26-Apr-2010,
23-Apr-2010,
22-Apr-2010,
21-Apr-2010,
20-Apr-2010,
19-Apr-2010,
16-Apr-2010,
15-Apr-2010,
13-Apr-2010,
12-Apr-2010,
09-Apr-2010,
08-Apr-2010,
07-Apr-2010,
06-Apr-2010,
05-Apr-2010,
31-Mar-2010,
30-Mar-2010,
29-Mar-2010,
26-Mar-2010,
25-Mar-2010,
23-Mar-2010,
22-Mar-2010,
20-Mar-2010,
19-Mar-2010,
18-Mar-2010,
17-Mar-2010,
15-Mar-2010,
13-Mar-2010,
12-Mar-2010,
11-Mar-2010,
10-Mar-2010,
09-Mar-2010,
08-Mar-2010,
06-Mar-2010,
05-Mar-2010,
04-Mar-2010,
03-Mar-2010,
02-Mar-2010,
26-Feb-2010,
25-Feb-2010,
24-Feb-2010,
23-Feb-2010,
22-Feb-2010,
20-Feb-2010,
19-Feb-2010,
18-Feb-2010,
17-Feb-2010,
15-Feb-2010,
13-Feb-2010,
11-Feb-2010,
10-Feb-2010,
09-Feb-2010,
08-Feb-2010,
06-Feb-2010,
05-Feb-2010,
04-Feb-2010,
03-Feb-2010,
02-Feb-2010,
01-Feb-2010,
30-Jan-2010,
29-Jan-2010,
28-Jan-2010,
27-Jan-2010,
25-Jan-2010,
23-Jan-2010,
22-Jan-2010,
21-Jan-2010,
20-Jan-2010,
19-Jan-2010,
18-Jan-2010,
16-Jan-2010,
15-Jan-2010,
14-Jan-2010,
13-Jan-2010,
12-Jan-2010,
11-Jan-2010,
09-Jan-2010,
08-Jan-2010,
07-Jan-2010,
06-Jan-2010,
05-Jan-2010,
04-Jan-2010,
02-Jan-2010,
01-Jan-2010,
31-Dec-2009,
30-Dec-2009,
29-Dec-2009,
26-Dec-2009,
24-Dec-2009,
23-Dec-2009,
22-Dec-2009,
21-Dec-2009,
19-Dec-2009,
18-Dec-2009,
17-Dec-2009,
16-Dec-2009,
15-Dec-2009,
14-Dec-2009,
12-Dec-2009,
11-Dec-2009,
10-Dec-2009,
09-Dec-2009,
08-Dec-2009,
07-Dec-2009,
04-Dec-2009,
03-Dec-2009,
02-Dec-2009,
01-Dec-2009,
07-Jan-0215,16.9295
--,14.8249
--,16.333
--,16.3676
--,16.3025
--,19.1367
