Date,LIC Pension Fund Scheme Central Govt.
19-Oct-2012,15.289
18-Oct-2012,15.2896
17-Oct-2012,15.2531
16-Oct-2012,15.2464
15-Oct-2012,15.2373
12-Oct-2012,15.2127
11-Oct-2012,15.2049
10-Oct-2012,15.2028
09-Oct-2012,15.2003
08-Oct-2012,15.2004
05-Oct-2012,15.1872
04-Oct-2012,15.1946
03-Oct-2012,15.173
01-Oct-2012,15.1453
28-Sep-2012,15.1276
27-Sep-2012,15.0811
26-Sep-2012,15.0751
25-Sep-2012,15.0734
24-Sep-2012,15.0721
21-Sep-2012,15.0497
20-Sep-2012,15.0229
18-Sep-2012,15.0105
17-Sep-2012,15.0008
14-Sep-2012,14.9712
13-Sep-2012,14.9491
12-Sep-2012,14.928
11-Sep-2012,14.9322
10-Sep-2012,14.9219
07-Sep-2012,14.8961
06-Sep-2012,14.8828
05-Sep-2012,14.8573
04-Sep-2012,14.865
03-Sep-2012,14.7324
31-Aug-2012,14.8347
30-Aug-2012,14.8482
29-Aug-2012,14.8508
28-Aug-2012,14.8486
27-Aug-2012,14.8239
24-Aug-2012,14.8357
23-Aug-2012,14.8277
22-Aug-2012,14.8276
21-Aug-2012,14.818
17-Aug-2012,14.8031
16-Aug-2012,14.7871
14-Aug-2012,14.8026
13-Aug-2012,14.7857
10-Aug-2012,14.7939
09-Aug-2012,14.8043
08-Aug-2012,14.7946
07-Aug-2012,14.7889
06-Aug-2012,14.7532
03-Aug-2012,14.8534
02-Aug-2012,14.7357
01-Aug-2012,14.7239
31-Jul-2012,14.7148
30-Jul-2012,14.762
27-Jul-2012,14.7451
26-Jul-2012,14.7465
25-Jul-2012,14.7531
24-Jul-2012,14.7672
23-Jul-2012,14.7659
20-Jul-2012,14.7547
19-Jul-2012,14.7492
18-Jul-2012,14.7464
17-Jul-2012,14.7221
16-Jul-2012,14.7325
13-Jul-2012,14.694
12-Jul-2012,14.6953
11-Jul-2012,14.6772
10-Jul-2012,14.6801
09-Jul-2012,14.6685
06-Jul-2012,14.6623
05-Jul-2012,14.6448
04-Jul-2012,14.6471
03-Jul-2012,14.6251
02-Jul-2012,14.6074
29-Jun-2012,14.5966
28-Jun-2012,14.5822
27-Jun-2012,14.5753
26-Jun-2012,14.5771
25-Jun-2012,14.5738
22-Jun-2012,14.5555
21-Jun-2012,14.5567
20-Jun-2012,14.5139
19-Jun-2012,14.5062
18-Jun-2012,14.4957
15-Jun-2012,14.5579
14-Jun-2012,14.539
13-Jun-2012,14.5743
12-Jun-2012,14.5639
11-Jun-2012,14.5172
08-Jun-2012,14.499
07-Jun-2012,14.5004
06-Jun-2012,14.4806
05-Jun-2012,14.4498
04-Jun-2012,14.4241
01-Jun-2012,14.3919
31-May-2012,14.3951
30-May-2012,14.3329
29-May-2012,14.331
28-May-2012,14.329
25-May-2012,14.2948
24-May-2012,14.2995
23-May-2012,14.7659
22-May-2012,14.2718
21-May-2012,14.2851
18-May-2012,14.2748
17-May-2012,14.2697
16-May-2012,14.2598
15-May-2012,14.2679
14-May-2012,14.2539
11-May-2012,14.226
10-May-2012,14.2425
09-May-2012,14.2619
08-May-2012,14.273
07-May-2012,14.2442
04-May-2012,14.221
03-May-2012,14.2479
02-May-2012,14.2453
30-Apr-2012,14.2419
27-Apr-2012,14.2214
26-Apr-2012,14.2365
25-Apr-2012,14.2503
24-Apr-2012,14.2787
23-Apr-2012,14.2807
20-Apr-2012,14.2921
19-Apr-2012,14.3367
18-Apr-2012,14.3472
17-Apr-2012,14.3381
16-Apr-2012,14.2598
13-Apr-2012,14.2493
12-Apr-2012,14.2368
11-Apr-2012,14.18
10-Apr-2012,14.1632
09-Apr-2012,14.1423
04-Apr-2012,14.1048
03-Apr-2012,14.0929
02-Apr-2012,14.1708
30-Mar-2012,14.1541
29-Mar-2012,14.1288
28-Mar-2012,14.1452
27-Mar-2012,14.1964
26-Mar-2012,14.1928
22-Mar-2012,14.2087
21-Mar-2012,14.208
20-Mar-2012,14.2001
19-Mar-2012,14.193
16-Mar-2012,14.1927
15-Mar-2012,14.2304
14-Mar-2012,14.2672
13-Mar-2012,14.248
12-Mar-2012,14.2417
09-Mar-2012,14.2281
07-Mar-2012,14.2192
06-Mar-2012,14.2324
05-Mar-2012,14.2487
03-Mar-2012,14.0929
02-Mar-2012,14.2536
01-Mar-2012,14.2474
29-Feb-2012,14.2641
28-Feb-2012,14.2526
27-Feb-2012,14.2314
24-Feb-2012,14.2415
23-Feb-2012,14.2558
22-Feb-2012,14.2489
21-Feb-2012,14.2813
17-Feb-2012,14.2692
16-Feb-2012,14.2583
15-Feb-2012,14.2551
14-Feb-2012,14.228
13-Feb-2012,14.2099
10-Feb-2012,14.2064
09-Feb-2012,14.1894
08-Feb-2012,14.1886
07-Feb-2012,14.1889
06-Feb-2012,14.2014
03-Feb-2012,14.1876
02-Feb-2012,14.1782
01-Feb-2012,14.1663
31-Jan-2012,14.087
30-Jan-2012,14.0614
27-Jan-2012,14.0601
25-Jan-2012,14.0601
24-Jan-2012,14.0509
23-Jan-2012,14.0869
20-Jan-2012,14.0793
19-Jan-2012,14.0644
18-Jan-2012,14.0391
17-Jan-2012,14.0316
16-Jan-2012,14.0009
13-Jan-2012,13.9965
12-Jan-2012,13.9664
11-Jan-2012,13.9683
10-Jan-2012,13.9722
09-Jan-2012,13.9604
06-Jan-2012,13.9179
05-Jan-2012,13.8854
04-Jan-2012,13.8671
03-Jan-2012,13.8637
02-Jan-2012,13.803
30-Dec-2011,13.7304
29-Dec-2011,13.7473
28-Dec-2011,13.7762
27-Dec-2011,13.7665
26-Dec-2011,13.7933
23-Dec-2011,13.8037
22-Dec-2011,13.8233
21-Dec-2011,13.8263
20-Dec-2011,13.8202
19-Dec-2011,13.822
16-Dec-2011,13.7889
15-Dec-2011,13.7489
14-Dec-2011,13.7487
13-Dec-2011,13.7825
12-Dec-2011,13.7244
09-Dec-2011,13.7372
08-Dec-2011,13.7362
07-Dec-2011,13.7283
05-Dec-2011,13.7046
02-Dec-2011,13.6384
01-Dec-2011,13.5889
30-Nov-2011,13.5486
29-Nov-2011,13.4963
28-Nov-2011,13.4997
25-Nov-2011,13.4673
24-Nov-2011,13.4779
23-Nov-2011,13.4581
22-Nov-2011,13.4665
21-Nov-2011,13.4637
18-Nov-2011,13.4642
17-Nov-2011,13.4717
16-Nov-2011,13.4392
15-Nov-2011,13.4415
14-Nov-2011,13.4327
11-Nov-2011,13.4333
09-Nov-2011,13.4573
08-Nov-2011,13.5009
04-Nov-2011,13.5207
03-Nov-2011,13.527
02-Nov-2011,13.5177
01-Nov-2011,13.5009
31-Oct-2011,13.5138
28-Oct-2011,13.5179
25-Oct-2011,13.5313
24-Oct-2011,13.4698
21-Oct-2011,13.46
20-Oct-2011,13.4737
19-Oct-2011,13.4803
18-Oct-2011,13.4606
17-Oct-2011,13.4691
14-Oct-2011,13.4595
13-Oct-2011,13.4674
12-Oct-2011,13.4666
11-Oct-2011,13.4499
10-Oct-2011,13.432
07-Oct-2011,13.448
05-Oct-2011,13.4829
04-Oct-2011,13.5022
03-Oct-2011,13.5288
30-Sep-2011,13.5677
29-Sep-2011,13.5774
28-Sep-2011,13.6179
27-Sep-2011,13.6291
26-Sep-2011,13.6079
23-Sep-2011,13.6064
22-Sep-2011,13.6065
21-Sep-2011,13.6247
20-Sep-2011,13.618
19-Sep-2011,13.6057
16-Sep-2011,13.5937
15-Sep-2011,13.5939
14-Sep-2011,13.5822
13-Sep-2011,13.5749
12-Sep-2011,13.5857
09-Sep-2011,13.5892
08-Sep-2011,13.606
07-Sep-2011,13.5943
06-Sep-2011,13.5819
05-Sep-2011,13.5816
02-Sep-2011,13.5509
30-Aug-2011,13.5502
29-Aug-2011,13.5433
26-Aug-2011,13.5201
25-Aug-2011,13.5509
24-Aug-2011,13.5584
23-Aug-2011,13.5596
22-Aug-2011,13.5509
18-Aug-2011,13.5288
17-Aug-2011,13.5269
16-Aug-2011,13.53
12-Aug-2011,13.5239
11-Aug-2011,13.5531
10-Aug-2011,13.5555
09-Aug-2011,13.5385
08-Aug-2011,13.5222
05-Aug-2011,13.4895
04-Aug-2011,13.4644
03-Aug-2011,13.4663
02-Aug-2011,13.4626
01-Aug-2011,13.4615
29-Jul-2011,13.4457
28-Jul-2011,13.4479
27-Jul-2011,13.445
26-Jul-2011,13.4622
25-Jul-2011,13.5451
22-Jul-2011,13.5211
21-Jul-2011,13.519
20-Jul-2011,13.5102
19-Jul-2011,13.5209
18-Jul-2011,13.4982
15-Jul-2011,13.4836
14-Jul-2011,13.4718
13-Jul-2011,13.444
12-Jul-2011,13.4416
11-Jul-2011,13.4249
08-Jul-2011,13.4039
07-Jul-2011,13.4077
06-Jul-2011,13.3935
05-Jul-2011,13.3946
04-Jul-2011,13.3795
01-Jul-2011,13.3717
30-Jun-2011,13.384
29-Jun-2011,13.377
28-Jun-2011,13.368
27-Jun-2011,13.3683
24-Jun-2011,13.348
23-Jun-2011,13.3162
22-Jun-2011,13.3121
21-Jun-2011,13.3195
20-Jun-2011,13.3264
17-Jun-2011,13.3116
16-Jun-2011,13.2979
15-Jun-2011,13.2644
14-Jun-2011,13.2945
13-Jun-2011,13.3138
10-Jun-2011,13.2957
09-Jun-2011,13.285
08-Jun-2011,13.2822
07-Jun-2011,13.2733
06-Jun-2011,13.2703
03-Jun-2011,13.2546
02-Jun-2011,13.2433
01-Jun-2011,13.2261
31-May-2011,13.2006
30-May-2011,13.1799
27-May-2011,13.1772
26-May-2011,13.1947
25-May-2011,13.1892
24-May-2011,13.194
23-May-2011,13.1886
20-May-2011,13.1921
19-May-2011,13.19
18-May-2011,13.2222
16-May-2011,13.2193
13-May-2011,13.2179
12-May-2011,13.2175
11-May-2011,13.2085
10-May-2011,13.2113
09-May-2011,13.2257
06-May-2011,13.2359
05-May-2011,13.203
04-May-2011,13.2264
03-May-2011,13.2425
02-May-2011,13.3048
29-Apr-2011,13.312
28-Apr-2011,13.3245
27-Apr-2011,13.3396
26-Apr-2011,13.3437
25-Apr-2011,13.3388
21-Apr-2011,13.3319
20-Apr-2011,13.3327
19-Apr-2011,13.3218
18-Apr-2011,13.3153
15-Apr-2011,13.3335
13-Apr-2011,13.3451
11-Apr-2011,13.3214
08-Apr-2011,13.3386
07-Apr-2011,13.3643
06-Apr-2011,13.3542
05-Apr-2011,13.383
31-Mar-2011,13.3781
30-Mar-2011,13.365
29-Mar-2011,13.3595
28-Mar-2011,13.3551
25-Mar-2011,13.3388
24-Mar-2011,13.2953
23-Mar-2011,13.2792
21-Mar-2011,13.2482
18-Mar-2011,13.2445
17-Mar-2011,13.2582
16-Mar-2011,13.2675
15-Mar-2011,13.2527
14-Mar-2011,13.2592
11-Mar-2011,13.241
10-Mar-2011,13.2501
09-Mar-2011,13.2458
08-Mar-2011,13.2397
07-Mar-2011,13.2158
04-Mar-2011,13.2346
03-Mar-2011,13.2362
01-Mar-2011,13.1972
28-Feb-2011,13.1485
24-Feb-2011,13.0985
23-Feb-2011,13.1408
22-Feb-2011,13.1429
21-Feb-2011,13.1504
18-Feb-2011,13.1218
17-Feb-2011,13.1463
15-Feb-2011,13.1149
14-Feb-2011,13.1041
11-Feb-2011,13.0503
10-Feb-2011,13.0314
09-Feb-2011,13.0221
08-Feb-2011,13.0406
07-Feb-2011,13.0523
04-Feb-2011,13.0534
03-Feb-2011,13.0841
02-Feb-2011,13.0627
01-Feb-2011,13.0625
31-Jan-2011,13.0907
28-Jan-2011,13.0882
27-Jan-2011,13.1046
25-Jan-2011,13.1157
24-Jan-2011,13.1163
21-Jan-2011,13.1076
20-Jan-2011,13.1134
19-Jan-2011,13.1038
18-Jan-2011,13.1084
17-Jan-2011,13.087
14-Jan-2011,13.1083
13-Jan-2011,13.152
12-Jan-2011,13.1573
11-Jan-2011,13.1276
10-Jan-2011,13.131
07-Jan-2011,13.1664
06-Jan-2011,13.2146
05-Jan-2011,13.2469
04-Jan-2011,13.2584
03-Jan-2011,13.2907
31-Dec-2010,13.273
30-Dec-2010,13.2482
29-Dec-2010,13.2442
28-Dec-2010,13.2349
27-Dec-2010,13.2287
24-Dec-2010,13.2305
23-Dec-2010,13.2167
22-Dec-2010,13.2171
21-Dec-2010,13.2177
20-Dec-2010,13.2051
16-Dec-2010,13.1966
15-Dec-2010,13.1321
14-Dec-2010,13.1385
13-Dec-2010,13.0965
10-Dec-2010,13.0769
09-Dec-2010,13.0361
08-Dec-2010,13.0774
07-Dec-2010,13.1086
06-Dec-2010,13.0931
03-Dec-2010,13.1177
02-Dec-2010,13.1597
01-Dec-2010,13.1501
30-Nov-2010,13.1238
26-Nov-2010,13.1008
25-Nov-2010,13.1112
24-Nov-2010,13.1332
23-Nov-2010,13.1579
22-Nov-2010,13.1712
19-Nov-2010,13.1445
18-Nov-2010,13.1673
16-Nov-2010,13.1476
15-Nov-2010,13.182
12-Nov-2010,13.1585
11-Nov-2010,13.194
10-Nov-2010,13.2256
09-Nov-2010,13.2383
08-Nov-2010,13.2278
04-Nov-2010,13.2214
03-Nov-2010,13.2018
02-Nov-2010,13.1692
01-Nov-2010,13.1216
29-Oct-2010,13.0956
28-Oct-2010,13.095
27-Oct-2010,13.1053
26-Oct-2010,13.1112
25-Oct-2010,13.1243
22-Oct-2010,13.1088
21-Oct-2010,13.1099
20-Oct-2010,13.073
19-Oct-2010,13.0942
18-Oct-2010,13.1012
15-Oct-2010,13.108
14-Oct-2010,13.1492
13-Oct-2010,13.16
12-Oct-2010,13.1341
11-Oct-2010,13.1552
08-Oct-2010,13.1363
07-Oct-2010,13.1521
06-Oct-2010,13.1639
05-Oct-2010,13.1477
04-Oct-2010,13.1488
01-Oct-2010,13.1434
29-Sep-2010,13.1366
28-Sep-2010,13.1366
27-Sep-2010,13.1216
24-Sep-2010,13.1012
23-Sep-2010,13.0664
22-Sep-2010,13.052
21-Sep-2010,13.04
20-Sep-2010,13.0322
16-Sep-2010,12.9832
15-Sep-2010,12.9968
14-Sep-2010,12.9694
13-Sep-2010,12.9531
09-Sep-2010,12.9424
08-Sep-2010,12.9272
07-Sep-2010,12.9131
06-Sep-2010,12.89
03-Sep-2010,12.863
02-Sep-2010,12.8617
01-Sep-2010,12.862
31-Aug-2010,12.8295
30-Aug-2010,12.8328
27-Aug-2010,12.8109
26-Aug-2010,12.8085
25-Aug-2010,12.8106
24-Aug-2010,12.8187
23-Aug-2010,12.8312
20-Aug-2010,12.8209
18-Aug-2010,12.8266
17-Aug-2010,12.8316
16-Aug-2010,12.8291
13-Aug-2010,12.821
12-Aug-2010,12.8062
11-Aug-2010,12.7938
10-Aug-2010,12.7985
09-Aug-2010,12.7882
06-Aug-2010,12.7554
05-Aug-2010,12.7631
04-Aug-2010,12.7872
03-Aug-2010,12.7663
02-Aug-2010,12.7685
30-Jul-2010,12.7707
29-Jul-2010,12.7967
28-Jul-2010,12.8154
27-Jul-2010,12.8289
26-Jul-2010,12.8403
23-Jul-2010,12.8405
22-Jul-2010,12.8378
21-Jul-2010,12.8257
20-Jul-2010,12.8302
19-Jul-2010,12.8322
16-Jul-2010,12.8277
15-Jul-2010,12.8229
14-Jul-2010,12.8255
13-Jul-2010,12.8282
12-Jul-2010,12.8183
09-Jul-2010,12.8154
08-Jul-2010,12.8196
07-Jul-2010,12.7996
06-Jul-2010,12.7966
05-Jul-2010,12.7979
02-Jul-2010,12.8011
30-Jun-2010,12.7998
29-Jun-2010,12.7698
28-Jun-2010,12.7581
25-Jun-2010,12.7454
24-Jun-2010,12.7578
23-Jun-2010,12.7574
22-Jun-2010,12.7517
21-Jun-2010,12.7519
18-Jun-2010,12.708
17-Jun-2010,12.7056
16-Jun-2010,12.682
14-Jun-2010,12.6806
11-Jun-2010,12.6904
09-Jun-2010,12.6946
08-Jun-2010,12.6795
07-Jun-2010,12.6769
04-Jun-2010,12.6773
03-Jun-2010,12.6775
02-Jun-2010,12.6615
01-Jun-2010,12.6374
31-May-2010,12.6575
28-May-2010,12.6516
26-May-2010,12.6442
25-May-2010,12.6601
24-May-2010,12.6864
21-May-2010,12.6799
20-May-2010,12.6536
19-May-2010,12.641
18-May-2010,12.6515
17-May-2010,12.6472
14-May-2010,12.6142
13-May-2010,12.6047
12-May-2010,12.5797
11-May-2010,12.5486
10-May-2010,12.5518
07-May-2010,12.5244
06-May-2010,12.5253
05-May-2010,12.5169
04-May-2010,12.4313
03-May-2010,12.439
30-Apr-2010,12.4301
29-Apr-2010,12.4108
28-Apr-2010,12.4043
27-Apr-2010,12.4145
26-Apr-2010,12.4095
23-Apr-2010,12.4135
22-Apr-2010,12.3931
21-Apr-2010,12.36
20-Apr-2010,12.3185
19-Apr-2010,12.3253
16-Apr-2010,12.2953
15-Apr-2010,12.3
13-Apr-2010,12.329
12-Apr-2010,12.3383
09-Apr-2010,12.3894
08-Apr-2010,12.4055
07-Apr-2010,12.4182
06-Apr-2010,12.4053
05-Apr-2010,12.3905
31-Mar-2010,12.3524
30-Mar-2010,12.3426
29-Mar-2010,12.3142
26-Mar-2010,12.2902
25-Mar-2010,12.2791
23-Mar-2010,12.2637
22-Mar-2010,12.2709
20-Mar-2010,12.2872
19-Mar-2010,12.2669
18-Mar-2010,12.2386
17-Mar-2010,12.2126
15-Mar-2010,12.1757
13-Mar-2010,12.1715
12-Mar-2010,12.1703
11-Mar-2010,10.4515
10-Mar-2010,12.1695
09-Mar-2010,12.1571
08-Mar-2010,12.1552
06-Mar-2010,12.1443
05-Mar-2010,12.1436
04-Mar-2010,12.1321
03-Mar-2010,12.1371
02-Mar-2010,12.1237
26-Feb-2010,12.1149
25-Feb-2010,12.1077
24-Feb-2010,12.0936
23-Feb-2010,12.0838
22-Feb-2010,12.0719
20-Feb-2010,12.0597
19-Feb-2010,12.0591
18-Feb-2010,12.0898
17-Feb-2010,12.0782
15-Feb-2010,12.0652
13-Feb-2010,12.0799
11-Feb-2010,12.0868
10-Feb-2010,12.1046
09-Feb-2010,12.1571
08-Feb-2010,12.1063
06-Feb-2010,12.1068
05-Feb-2010,12.0945
04-Feb-2010,12.1179
03-Feb-2010,12.1421
02-Feb-2010,12.1343
01-Feb-2010,12.1697
30-Jan-2010,12.1479
29-Jan-2010,12.149
28-Jan-2010,12.1444
27-Jan-2010,12.1364
25-Jan-2010,12.1684
23-Jan-2010,12.1617
22-Jan-2010,12.1567
21-Jan-2010,12.1549
20-Jan-2010,12.1796
19-Jan-2010,12.181
18-Jan-2010,12.181
16-Jan-2010,12.1743
15-Jan-2010,12.1786
14-Jan-2010,12.1673
13-Jan-2010,12.1458
12-Jan-2010,12.137
11-Jan-2010,12.1459
09-Jan-2010,12.1319
08-Jan-2010,12.1277
07-Jan-2010,12.1307
06-Jan-2010,12.1416
05-Jan-2010,12.1315
04-Jan-2010,12.1237
02-Jan-2010,12.1091
01-Jan-2010,12.1066
31-Dec-2009,12.0679
30-Dec-2009,12.0502
29-Dec-2009,12.0385
26-Dec-2009,12.0257
24-Dec-2009,12.0192
23-Dec-2009,12.0014
22-Dec-2009,11.9602
21-Dec-2009,11.9421
19-Dec-2009,11.9424
18-Dec-2009,11.951
17-Dec-2009,11.9233
16-Dec-2009,11.9048
15-Dec-2009,11.9032
14-Dec-2009,11.9201
12-Dec-2009,11.8974
11-Dec-2009,11.8953
10-Dec-2009,11.9031
09-Dec-2009,11.8986
08-Dec-2009,11.8847
07-Dec-2009,11.8889
04-Dec-2009,11.9067
03-Dec-2009,11.9188
02-Dec-2009,11.9187
01-Dec-2009,11.9878
07-Jan-0215,20.6448
--,18.0629
--,19.8658
--,19.9166
--,19.8412
--,23.3113
